Time (JST),Kashiwazaki (m),Mikuni (m),Oga (m),Okushiri (m),Tobishima (m)
2024/01/01 03:17:00,-0.019,-0.021,0.003,-0.011,0.012
2024/01/01 03:17:30,-0.009,-0.008,0.023,-0.013,0.012
2024/01/01 03:18:00,-0.027,-0.036,-0.069,-0.009,0.020
2024/01/01 03:18:30,-0.028,-0.012,0.009,-0.004,-0.004
2024/01/01 03:19:00,-0.024,0.007,0.003,0.004,-0.028
2024/01/01 03:19:30,-0.035,-0.034,0.010,0.004,-0.016
2024/01/01 03:20:00,-0.014,-0.033,-0.010,-0.002,-0.029
2024/01/01 03:20:30,-0.024,0.012,0.020,-0.002,-0.002
2024/01/01 03:21:00,-0.022,-0.038,-0.001,0.001,-0.011
2024/01/01 03:21:30,-0.019,-0.013,-0.024,0.000,0.019
2024/01/01 03:22:00,-0.013,-0.024,-0.004,-0.007,-0.008
2024/01/01 03:22:30,-0.021,-0.028,-0.017,-0.001,0.009
2024/01/01 03:23:00,-0.007,0.008,0.015,-0.002,-0.022
2024/01/01 03:23:30,-0.001,-0.019,-0.018,-0.008,-0.018
2024/01/01 03:24:00,-0.010,-0.049,0.050,-0.002,0.022
2024/01/01 03:24:30,0.005,-0.006,-0.009,-0.001,0.061
2024/01/01 03:25:00,-0.013,0.005,-0.038,-0.005,0.042
2024/01/01 03:25:30,-0.008,-0.034,-0.024,-0.005,0.006
2024/01/01 03:26:00,-0.008,-0.035,0.026,0.004,-0.052
2024/01/01 03:26:30,0.002,-0.014,0.058,-0.001,-0.055
2024/01/01 03:27:00,-0.003,-0.004,0.020,-0.006,-0.047
2024/01/01 03:27:30,0.001,-0.033,0.034,-0.005,0.011
2024/01/01 03:28:00,0.004,-0.037,-0.044,-0.002,0.058
2024/01/01 03:28:30,0.009,-0.003,-0.047,0.002,0.053
2024/01/01 03:29:00,0.000,-0.016,-0.061,-0.001,0.004
2024/01/01 03:29:30,-0.008,-0.040,0.061,0.000,-0.054
2024/01/01 03:30:00,0.014,-0.045,0.059,-0.002,-0.046
2024/01/01 03:30:30,0.012,0.012,0.055,-0.006,-0.046
2024/01/01 03:31:00,0.005,-0.025,-0.051,-0.004,0.013
2024/01/01 03:31:30,0.022,-0.008,-0.046,-0.006,0.055
2024/01/01 03:32:00,0.030,0.026,-0.056,-0.004,0.049
2024/01/01 03:32:30,0.029,-0.015,0.024,0.002,0.020
2024/01/01 03:33:00,0.018,-0.039,0.014,0.000,-0.006
2024/01/01 03:33:30,0.013,-0.022,0.011,-0.003,-0.033
2024/01/01 03:34:00,0.011,-0.006,-0.024,-0.011,-0.043
2024/01/01 03:34:30,0.021,-0.040,0.013,-0.008,-0.055
2024/01/01 03:35:00,0.001,-0.012,-0.014,0.008,-0.002
2024/01/01 03:35:30,-0.001,-0.018,0.010,0.014,0.025
2024/01/01 03:36:00,0.004,-0.010,0.047,0.005,0.025
2024/01/01 03:36:30,0.020,0.023,0.015,-0.008,0.021
2024/01/01 03:37:00,0.009,0.020,0.018,-0.015,0.022
2024/01/01 03:37:30,0.010,0.007,-0.046,-0.016,-0.006
2024/01/01 03:38:00,0.011,0.026,0.018,-0.001,-0.002
2024/01/01 03:38:30,0.007,-0.003,-0.001,0.013,-0.009
2024/01/01 03:39:00,0.005,-0.007,0.021,0.005,0.004
2024/01/01 03:39:30,0.005,-0.004,-0.061,-0.002,-0.018
2024/01/01 03:40:00,0.010,-0.034,-0.021,-0.007,-0.008
2024/01/01 03:40:30,0.008,-0.001,0.002,-0.007,0.023
2024/01/01 03:41:00,0.014,0.003,0.000,0.002,0.011
2024/01/01 03:41:30,0.006,0.004,0.051,0.004,-0.009
2024/01/01 03:42:00,0.002,-0.016,-0.007,-0.003,-0.035
2024/01/01 03:42:30,-0.001,-0.025,0.010,0.002,-0.025
2024/01/01 03:43:00,0.007,0.019,-0.010,0.008,-0.016
2024/01/01 03:43:30,-0.004,0.006,-0.026,0.004,0.028
2024/01/01 03:44:00,0.001,-0.006,-0.018,-0.003,0.067
2024/01/01 03:44:30,-0.013,-0.014,-0.049,-0.006,0.045
2024/01/01 03:45:00,-0.015,0.012,-0.005,-0.002,-0.003
2024/01/01 03:45:30,-0.007,-0.003,-0.024,-0.001,-0.033
2024/01/01 03:46:00,-0.007,-0.025,-0.038,0.005,-0.043
2024/01/01 03:46:30,-0.018,0.012,0.036,0.010,-0.020
2024/01/01 03:47:00,-0.014,0.018,-0.029,0.000,0.013
2024/01/01 03:47:30,-0.017,0.036,-0.001,-0.008,-0.003
2024/01/01 03:48:00,-0.007,0.026,0.018,-0.002,-0.010
2024/01/01 03:48:30,-0.006,0.004,0.022,0.004,0.003
2024/01/01 03:49:00,-0.020,0.010,-0.026,0.008,-0.003
2024/01/01 03:49:30,-0.016,0.012,-0.022,0.012,0.005
2024/01/01 03:50:00,-0.003,0.027,0.025,0.010,0.000
2024/01/01 03:50:30,-0.016,0.018,0.042,0.004,0.018
2024/01/01 03:51:00,-0.004,0.015,0.035,-0.006,-0.008
2024/01/01 03:51:30,-0.008,0.016,0.020,-0.007,0.006
2024/01/01 03:52:00,-0.011,0.029,0.015,0.007,0.066
2024/01/01 03:52:30,-0.009,0.010,-0.024,0.013,0.014
2024/01/01 03:53:00,0.003,0.006,-0.044,0.006,-0.036
2024/01/01 03:53:30,0.004,0.046,0.019,0.002,-0.075
2024/01/01 03:54:00,-0.001,0.012,0.019,0.006,-0.030
2024/01/01 03:54:30,-0.006,0.001,0.039,-0.001,-0.013
2024/01/01 03:55:00,0.000,0.013,0.064,-0.005,0.050
2024/01/01 03:55:30,-0.009,0.038,0.016,0.006,0.054
2024/01/01 03:56:00,-0.014,0.016,0.024,0.010,0.081
2024/01/01 03:56:30,0.002,0.040,-0.030,0.002,0.041
2024/01/01 03:57:00,-0.010,0.010,-0.024,0.009,0.008
2024/01/01 03:57:30,-0.002,0.028,-0.016,0.016,-0.010
2024/01/01 03:58:00,0.007,0.021,0.017,0.010,-0.057
2024/01/01 03:58:30,0.012,0.032,0.036,0.002,-0.049
2024/01/01 03:59:00,-0.001,-0.004,-0.015,0.001,-0.013
2024/01/01 03:59:30,0.001,0.030,-0.047,0.007,-0.009
2024/01/01 04:00:00,-0.003,0.017,-0.001,0.002,0.013
2024/01/01 04:00:30,0.003,-0.042,0.081,0.002,0.001
2024/01/01 04:01:00,-0.003,0.025,0.051,0.003,0.009
2024/01/01 04:01:30,-0.002,0.044,0.000,-0.001,0.013
2024/01/01 04:02:00,-0.002,-0.029,-0.024,0.007,-0.018
2024/01/01 04:02:30,0.004,-0.006,0.004,0.015,0.025
2024/01/01 04:03:00,-0.003,0.041,-0.049,0.012,-0.004
2024/01/01 04:03:30,-0.002,0.009,0.022,0.001,0.012
2024/01/01 04:04:00,-0.008,0.029,-0.002,-0.010,0.012
2024/01/01 04:04:30,-0.003,-0.010,-0.010,-0.007,0.024
2024/01/01 04:05:00,0.004,-0.002,-0.009,0.000,0.000
2024/01/01 04:05:30,0.015,0.019,-0.030,0.012,-0.034
2024/01/01 04:06:00,0.021,-0.011,0.023,0.013,-0.031
2024/01/01 04:06:30,0.008,-0.010,-0.034,0.003,-0.003
2024/01/01 04:07:00,0.011,0.002,-0.002,-0.003,0.011
2024/01/01 04:07:30,0.024,0.006,0.064,-0.007,-0.013
2024/01/01 04:08:00,0.010,-0.019,0.020,-0.015,-0.018
2024/01/01 04:08:30,0.011,0.015,-0.038,-0.007,-0.022
2024/01/01 04:09:00,0.011,0.007,-0.002,0.003,-0.013
2024/01/01 04:09:30,0.010,-0.038,0.005,0.004,0.014
2024/01/01 04:10:00,0.001,-0.002,0.025,0.001,0.006
2024/01/01 04:10:30,-0.004,0.005,-0.007,0.001,0.009
2024/01/01 04:11:00,0.000,-0.020,0.001,-0.005,-0.001
2024/01/01 04:11:30,0.002,-0.013,-0.030,-0.014,-0.005
2024/01/01 04:12:00,0.007,0.031,-0.011,-0.005,0.002
2024/01/01 04:12:30,0.004,-0.019,0.026,-0.001,-0.016
2024/01/01 04:13:00,0.016,-0.024,-0.017,-0.003,0.007
2024/01/01 04:13:30,0.011,-0.012,0.006,-0.004,0.037
2024/01/01 04:14:00,0.021,0.004,-0.017,-0.001,0.035
2024/01/01 04:14:30,0.024,-0.013,-0.014,-0.004,0.031
2024/01/01 04:15:00,0.007,-0.006,-0.008,-0.008,-0.030
2024/01/01 04:15:30,0.024,0.047,-0.006,-0.009,-0.042
2024/01/01 04:16:00,0.012,-0.016,0.029,-0.005,-0.053
2024/01/01 04:16:30,-0.003,-0.011,0.012,-0.004,-0.025
2024/01/01 04:17:00,-0.005,-0.002,0.032,-0.003,0.015
2024/01/01 04:17:30,0.004,-0.020,-0.025,0.001,0.043
2024/01/01 04:18:00,0.007,-0.011,-0.023,-0.001,0.059
2024/01/01 04:18:30,0.004,0.030,-0.024,-0.011,0.057
2024/01/01 04:19:00,0.014,-0.020,0.027,-0.010,0.022
2024/01/01 04:19:30,0.003,-0.036,0.033,-0.001,-0.010
2024/01/01 04:20:00,-0.002,-0.004,-0.035,0.000,-0.062
2024/01/01 04:20:30,0.001,-0.044,-0.003,-0.005,-0.054
2024/01/01 04:21:00,0.008,-0.045,-0.002,-0.005,0.000
2024/01/01 04:21:30,-0.005,-0.002,0.030,-0.006,0.038
2024/01/01 04:22:00,-0.015,0.013,-0.028,-0.009,0.023
2024/01/01 04:22:30,-0.012,-0.010,-0.005,0.000,-0.002
2024/01/01 04:23:00,-0.010,-0.023,0.013,0.008,-0.004
2024/01/01 04:23:30,-0.021,-0.030,-0.031,0.001,-0.014
2024/01/01 04:24:00,-0.011,-0.015,0.030,-0.012,-0.016
2024/01/01 04:24:30,-0.024,0.000,-0.002,-0.007,-0.026
2024/01/01 04:25:00,-0.014,-0.020,-0.037,0.002,-0.014
2024/01/01 04:25:30,-0.005,-0.019,-0.041,-0.002,0.008
2024/01/01 04:26:00,-0.018,0.002,-0.031,0.000,0.040
2024/01/01 04:26:30,-0.010,-0.041,0.021,-0.003,0.042
2024/01/01 04:27:00,-0.005,0.019,0.039,-0.007,0.018
2024/01/01 04:27:30,-0.005,0.008,0.001,0.000,-0.023
2024/01/01 04:28:00,-0.014,-0.020,-0.021,0.007,-0.044
2024/01/01 04:28:30,-0.010,0.005,-0.019,-0.001,-0.053
2024/01/01 04:29:00,-0.009,-0.016,0.016,-0.012,-0.021
2024/01/01 04:29:30,0.004,-0.007,0.013,-0.010,0.017
2024/01/01 04:30:00,-0.022,-0.014,-0.031,0.002,0.027
2024/01/01 04:30:30,-0.017,-0.015,-0.026,0.003,0.004
2024/01/01 04:31:00,-0.005,-0.024,-0.014,0.003,-0.012
2024/01/01 04:31:30,-0.024,0.024,-0.008,-0.002,-0.006
2024/01/01 04:32:00,-0.015,-0.005,-0.010,-0.012,0.010
2024/01/01 04:32:30,-0.018,-0.027,-0.013,-0.012,-0.009
2024/01/01 04:33:00,-0.012,0.001,-0.048,-0.002,0.002
2024/01/01 04:33:30,-0.021,0.004,0.029,0.008,-0.001
2024/01/01 04:34:00,-0.025,0.002,0.054,0.005,-0.007
2024/01/01 04:34:30,-0.015,0.007,0.031,-0.002,-0.003
2024/01/01 04:35:00,-0.003,0.008,0.036,-0.013,-0.024
2024/01/01 04:35:30,-0.022,-0.027,0.015,-0.009,-0.008
2024/01/01 04:36:00,-0.022,-0.005,0.003,0.003,-0.040
2024/01/01 04:36:30,0.002,-0.019,-0.008,0.010,-0.017
2024/01/01 04:37:00,-0.010,-0.018,-0.012,0.010,0.040
2024/01/01 04:37:30,-0.002,0.004,-0.002,0.010,0.077
2024/01/01 04:38:00,-0.001,-0.004,0.018,-0.004,0.057
2024/01/01 04:38:30,0.010,-0.018,0.022,-0.021,-0.004
2024/01/01 04:39:00,0.021,0.006,0.019,-0.014,-0.063
2024/01/01 04:39:30,0.025,0.009,-0.055,0.001,-0.087
2024/01/01 04:40:00,0.004,-0.006,-0.022,0.019,-0.036
2024/01/01 04:40:30,0.016,-0.018,0.006,0.019,0.024
2024/01/01 04:41:00,0.029,-0.014,-0.046,0.011,0.069
2024/01/01 04:41:30,0.033,-0.002,0.056,0.003,0.036
2024/01/01 04:42:00,0.014,0.012,0.029,-0.005,-0.013
2024/01/01 04:42:30,0.020,0.019,0.022,-0.008,-0.039
2024/01/01 04:43:00,0.027,0.000,0.025,0.002,-0.005
2024/01/01 04:43:30,0.001,0.004,0.001,0.015,0.024
2024/01/01 04:44:00,0.011,0.000,-0.007,0.015,0.050
2024/01/01 04:44:30,0.016,0.016,0.034,0.014,0.013
2024/01/01 04:45:00,0.000,0.002,-0.031,0.008,0.003
2024/01/01 04:45:30,0.010,0.020,-0.022,-0.002,0.009
2024/01/01 04:46:00,0.014,-0.007,-0.012,0.006,-0.009
2024/01/01 04:46:30,0.010,0.020,-0.011,0.010,-0.020
2024/01/01 04:47:00,-0.008,0.033,0.010,0.004,-0.009
2024/01/01 04:47:30,-0.003,-0.008,0.012,0.004,-0.040
2024/01/01 04:48:00,0.016,0.026,-0.001,0.012,-0.022
2024/01/01 04:48:30,0.016,0.042,-0.019,0.011,0.010
2024/01/01 04:49:00,-0.007,0.021,0.027,0.009,0.058
2024/01/01 04:49:30,0.005,0.019,-0.016,-0.001,0.061
2024/01/01 04:50:00,0.002,0.037,-0.053,-0.007,0.022
2024/01/01 04:50:30,-0.001,0.037,-0.057,0.001,0.002
2024/01/01 04:51:00,0.002,-0.002,0.007,0.006,-0.032
2024/01/01 04:51:30,0.004,-0.016,0.023,0.007,-0.059
2024/01/01 04:52:00,-0.008,0.004,0.064,0.008,-0.065
2024/01/01 04:52:30,-0.004,-0.012,-0.025,0.017,-0.018
2024/01/01 04:53:00,0.011,0.022,0.034,0.018,0.013
2024/01/01 04:53:30,0.007,0.053,-0.048,0.005,0.043
2024/01/01 04:54:00,0.020,0.043,-0.022,-0.008,0.054
2024/01/01 04:54:30,0.016,0.005,0.018,-0.013,0.021
2024/01/01 04:55:00,0.008,0.005,0.002,-0.008,-0.014
2024/01/01 04:55:30,0.012,0.000,-0.014,0.006,-0.042
2024/01/01 04:56:00,0.005,0.019,-0.022,0.013,-0.004
2024/01/01 04:56:30,0.028,0.014,0.016,0.004,-0.012
2024/01/01 04:57:00,0.020,-0.027,0.006,-0.007,-0.009
2024/01/01 04:57:30,0.013,0.031,0.018,-0.005,0.005
2024/01/01 04:58:00,0.009,0.027,-0.012,0.003,0.027
2024/01/01 04:58:30,0.009,-0.024,0.010,-0.002,0.001
2024/01/01 04:59:00,-0.005,0.018,0.018,-0.008,-0.032
2024/01/01 04:59:30,-0.010,0.022,0.001,-0.002,-0.006
2024/01/01 05:00:00,-0.015,-0.002,-0.054,-0.003,-0.011
2024/01/01 05:00:30,-0.023,0.003,-0.016,-0.003,0.005
2024/01/01 05:01:00,-0.018,0.064,0.005,-0.003,0.036
2024/01/01 05:01:30,-0.018,-0.001,0.015,-0.008,0.064
2024/01/01 05:02:00,-0.029,-0.009,0.042,-0.009,0.032
2024/01/01 05:02:30,-0.030,0.001,0.041,-0.004,-0.012
2024/01/01 05:03:00,-0.015,0.022,-0.022,0.000,-0.050
2024/01/01 05:03:30,-0.009,-0.012,-0.009,0.003,-0.029
2024/01/01 05:04:00,-0.008,-0.001,0.017,0.002,-0.019
2024/01/01 05:04:30,-0.015,0.020,0.013,-0.003,0.024
2024/01/01 05:05:00,0.001,-0.010,0.014,-0.009,0.042
2024/01/01 05:05:30,-0.007,0.004,-0.033,-0.006,-0.009
2024/01/01 05:06:00,-0.005,-0.012,-0.007,0.003,-0.042
2024/01/01 05:06:30,-0.007,-0.035,0.030,0.003,-0.038
2024/01/01 05:07:00,-0.009,-0.007,0.040,-0.006,-0.010
2024/01/01 05:07:30,-0.012,-0.027,0.041,-0.006,0.048
2024/01/01 05:08:00,-0.013,-0.019,-0.008,0.002,0.078
2024/01/01 05:08:30,0.006,-0.008,0.027,0.003,0.064
2024/01/01 05:09:00,0.012,-0.023,-0.083,0.005,0.007
2024/01/01 05:09:30,-0.008,-0.014,0.005,0.006,-0.039
2024/01/01 05:10:00,-0.007,-0.012,-0.038,0.003,-0.064
2024/01/01 05:10:30,0.005,-0.013,0.025,-0.007,-0.031
2024/01/01 05:11:00,0.013,-0.016,0.019,-0.010,0.001
2024/01/01 05:11:30,0.003,-0.023,0.013,-0.002,0.018
2024/01/01 05:12:00,-0.013,0.004,0.043,0.008,0.015
2024/01/01 05:12:30,0.001,0.005,-0.017,0.000,0.024
2024/01/01 05:13:00,0.006,0.001,-0.007,-0.011,0.006
2024/01/01 05:13:30,0.010,-0.002,-0.019,-0.009,0.008
2024/01/01 05:14:00,0.008,0.010,-0.019,-0.007,0.000
2024/01/01 05:14:30,-0.014,-0.013,0.014,0.002,-0.006
2024/01/01 05:15:00,-0.008,-0.015,0.011,0.002,-0.041
2024/01/01 05:15:30,-0.006,-0.057,0.033,-0.001,-0.050
2024/01/01 05:16:00,0.005,-0.044,0.012,-0.006,-0.011
2024/01/01 05:16:30,0.004,-0.014,0.008,-0.018,0.007
2024/01/01 05:17:00,-0.013,-0.039,0.014,-0.014,0.028
2024/01/01 05:17:30,-0.008,-0.005,0.033,-0.006,0.015
2024/01/01 05:18:00,0.000,-0.007,-0.004,0.001,-0.021
2024/01/01 05:18:30,-0.001,-0.037,-0.034,0.000,-0.018
2024/01/01 05:19:00,0.012,0.018,0.003,-0.002,-0.025
2024/01/01 05:19:30,0.007,0.016,0.020,-0.003,0.005
2024/01/01 05:20:00,-0.022,0.032,-0.052,-0.004,0.015
2024/01/01 05:20:30,-0.019,-0.032,-0.026,-0.013,0.015
2024/01/01 05:21:00,0.000,0.003,0.001,-0.020,0.002
2024/01/01 05:21:30,0.004,-0.022,0.034,-0.012,-0.011
2024/01/01 05:22:00,0.007,-0.030,-0.023,0.003,-0.020
2024/01/01 05:22:30,0.010,-0.002,-0.021,0.008,-0.008
2024/01/01 05:23:00,-0.005,0.007,-0.001,0.009,0.014
2024/01/01 05:23:30,0.009,-0.020,-0.012,0.007,0.008
2024/01/01 05:24:00,0.003,0.013,-0.027,-0.007,0.006
2024/01/01 05:24:30,0.005,0.025,0.048,-0.022,-0.008
2024/01/01 05:25:00,0.014,-0.008,-0.039,-0.013,-0.019
2024/01/01 05:25:30,0.016,0.016,-0.001,0.004,-0.036
2024/01/01 05:26:00,0.002,0.010,-0.042,0.006,-0.011
2024/01/01 05:26:30,-0.007,-0.002,-0.004,0.002,0.001
2024/01/01 05:27:00,0.009,-0.001,-0.030,-0.004,0.023
2024/01/01 05:27:30,0.036,0.008,0.013,-0.009,0.026
2024/01/01 05:28:00,0.004,0.001,0.015,-0.006,0.010
2024/01/01 05:28:30,0.016,0.016,0.012,0.005,0.008
2024/01/01 05:29:00,0.014,-0.006,0.004,0.004,0.027
2024/01/01 05:29:30,-0.011,0.002,0.014,-0.008,0.042
2024/01/01 05:30:00,-0.009,-0.020,-0.003,-0.004,0.024
2024/01/01 05:30:30,-0.008,0.024,-0.022,0.008,-0.006
2024/01/01 05:31:00,-0.010,0.040,-0.033,0.007,-0.044
2024/01/01 05:31:30,0.005,-0.005,0.003,-0.002,-0.045
2024/01/01 05:32:00,-0.007,0.000,-0.027,0.005,-0.029
2024/01/01 05:32:30,-0.020,0.006,-0.002,0.008,0.015
2024/01/01 05:33:00,-0.002,0.029,0.060,0.001,0.044
2024/01/01 05:33:30,0.021,0.036,-0.013,0.010,0.036
2024/01/01 05:34:00,0.008,-0.006,-0.029,0.014,-0.002
2024/01/01 05:34:30,-0.006,0.012,-0.007,0.001,0.010
2024/01/01 05:35:00,0.010,0.025,0.012,0.002,-0.024
2024/01/01 05:35:30,0.005,-0.031,0.021,0.013,0.000
2024/01/01 05:36:00,-0.004,-0.004,0.008,0.013,-0.023
2024/01/01 05:36:30,-0.016,-0.002,0.000,0.010,0.017
2024/01/01 05:37:00,-0.011,0.000,-0.006,0.009,-0.006
2024/01/01 05:37:30,0.001,-0.025,0.020,0.003,0.022
2024/01/01 05:38:00,-0.015,-0.016,-0.050,0.000,-0.017
2024/01/01 05:38:30,-0.005,-0.010,-0.009,0.015,-0.034
2024/01/01 05:39:00,-0.008,-0.024,-0.020,0.019,-0.079
2024/01/01 05:39:30,-0.019,-0.033,-0.016,0.007,-0.023
2024/01/01 05:40:00,-0.016,-0.012,0.038,0.002,0.037
2024/01/01 05:40:30,-0.019,-0.003,0.046,0.007,0.072
2024/01/01 05:41:00,-0.020,-0.015,0.030,0.001,0.048
2024/01/01 05:41:30,-0.023,-0.025,-0.036,0.004,0.001
2024/01/01 05:42:00,-0.017,0.024,-0.009,0.019,-0.050
2024/01/01 05:42:30,-0.003,0.012,0.011,0.019,-0.048
2024/01/01 05:43:00,0.000,0.015,-0.020,0.003,-0.020
2024/01/01 05:43:30,-0.009,-0.004,-0.006,-0.008,0.026
2024/01/01 05:44:00,0.019,-0.007,0.001,-0.002,0.018
2024/01/01 05:44:30,0.021,0.025,-0.019,-0.002,0.005
2024/01/01 05:45:00,-0.004,-0.001,0.048,0.005,0.021
2024/01/01 05:45:30,0.007,0.001,0.006,0.009,-0.002
2024/01/01 05:46:00,0.016,0.009,-0.015,-0.002,-0.012
2024/01/01 05:46:30,0.040,0.002,-0.057,-0.013,-0.037
2024/01/01 05:47:00,0.016,0.010,-0.029,-0.007,-0.024
2024/01/01 05:47:30,-0.002,-0.024,-0.010,0.008,0.000
2024/01/01 05:48:00,0.032,0.000,0.046,0.008,0.026
2024/01/01 05:48:30,0.020,0.022,0.037,-0.003,0.060
2024/01/01 05:49:00,0.012,0.032,-0.004,-0.009,0.046
2024/01/01 05:49:30,0.014,-0.004,-0.002,-0.002,0.002
2024/01/01 05:50:00,0.010,0.035,0.002,-0.003,-0.036
2024/01/01 05:50:30,-0.002,0.015,0.004,-0.003,-0.059
2024/01/01 05:51:00,0.017,0.009,0.031,0.000,-0.044
2024/01/01 05:51:30,0.007,0.043,-0.015,0.000,-0.015
2024/01/01 05:52:00,0.017,0.003,0.040,-0.007,0.045
2024/01/01 05:52:30,0.035,0.016,0.019,-0.016,0.085
2024/01/01 05:53:00,0.011,-0.007,-0.023,-0.012,0.050
2024/01/01 05:53:30,0.032,0.003,-0.058,0.001,-0.010
2024/01/01 05:54:00,0.004,0.002,-0.014,0.008,-0.067
2024/01/01 05:54:30,0.000,0.024,0.012,0.002,-0.061
2024/01/01 05:55:00,0.012,-0.011,0.040,-0.001,-0.011
2024/01/01 05:55:30,-0.003,-0.007,0.042,0.003,0.032
2024/01/01 05:56:00,0.000,-0.024,0.023,-0.006,0.066
2024/01/01 05:56:30,0.008,-0.013,-0.037,-0.013,0.024
2024/01/01 05:57:00,0.000,0.015,-0.055,-0.007,0.003
2024/01/01 05:57:30,0.012,0.000,-0.017,-0.002,-0.022
2024/01/01 05:58:00,-0.007,0.003,0.032,0.001,-0.016
2024/01/01 05:58:30,-0.013,-0.016,0.007,0.011,0.033
2024/01/01 05:59:00,-0.009,0.026,0.046,0.009,0.017
2024/01/01 05:59:30,-0.009,0.021,0.008,-0.005,-0.007
2024/01/01 06:00:00,-0.010,-0.018,-0.015,-0.014,-0.027
2024/01/01 06:00:30,-0.015,0.000,0.036,-0.007,-0.044
2024/01/01 06:01:00,-0.002,-0.008,-0.035,-0.001,-0.031
2024/01/01 06:01:30,0.007,-0.010,-0.048,-0.002,-0.035
2024/01/01 06:02:00,0.000,0.012,0.012,0.002,0.030
2024/01/01 06:02:30,-0.003,-0.009,0.028,0.004,0.052
2024/01/01 06:03:00,-0.008,-0.005,0.046,0.000,0.044
2024/01/01 06:03:30,-0.015,-0.007,0.002,-0.007,-0.009
2024/01/01 06:04:00,-0.016,-0.014,-0.016,0.000,0.007
2024/01/01 06:04:30,-0.011,0.031,-0.029,0.005,-0.006
2024/01/01 06:05:00,-0.029,-0.023,-0.013,-0.005,0.008
2024/01/01 06:05:30,-0.034,-0.031,0.025,-0.014,-0.010
2024/01/01 06:06:00,-0.018,0.028,-0.061,-0.010,-0.002
2024/01/01 06:06:30,-0.010,0.011,0.001,0.001,-0.028
2024/01/01 06:07:00,-0.015,-0.001,0.017,0.004,-0.016
2024/01/01 06:07:30,-0.025,-0.007,0.035,-0.002,-0.005
2024/01/01 06:08:00,-0.020,-0.015,0.004,-0.002,0.021
2024/01/01 06:08:30,-0.017,0.008,-0.026,-0.007,0.024
2024/01/01 06:09:00,-0.015,-0.014,0.033,-0.011,-0.015
2024/01/01 06:09:30,-0.032,-0.015,0.018,-0.005,0.003
2024/01/01 06:10:00,-0.026,-0.003,-0.004,-0.003,0.005
2024/01/01 06:10:30,-0.023,-0.011,-0.018,-0.001,0.003
2024/01/01 06:11:00,-0.013,-0.007,-0.005,-0.007,-0.011
2024/01/01 06:11:30,-0.017,0.033,-0.003,-0.012,-0.016
2024/01/01 06:12:00,-0.012,-0.008,0.000,-0.003,-0.005
2024/01/01 06:12:30,-0.002,0.026,0.074,0.001,0.017
2024/01/01 06:13:00,0.013,0.042,0.017,0.001,-0.007
2024/01/01 06:13:30,0.012,-0.003,-0.022,0.004,0.019
2024/01/01 06:14:00,-0.008,0.001,-0.004,0.000,-0.007
2024/01/01 06:14:30,-0.004,0.004,-0.049,-0.007,0.010
2024/01/01 06:15:00,-0.002,0.005,-0.007,-0.002,-0.010
2024/01/01 06:15:30,0.009,-0.005,0.042,0.005,-0.014
2024/01/01 06:16:00,0.007,0.007,0.030,0.002,-0.034
2024/01/01 06:16:30,0.000,-0.001,0.004,0.000,-0.041
2024/01/01 06:17:00,0.006,-0.010,0.016,0.006,-0.012
2024/01/01 06:17:30,-0.009,0.006,-0.023,0.004,0.024
2024/01/01 06:18:00,0.007,0.000,0.009,-0.005,0.064
2024/01/01 06:18:30,0.023,0.032,0.027,-0.008,0.058
2024/01/01 06:19:00,0.015,0.011,-0.041,-0.003,0.010
2024/01/01 06:19:30,0.014,-0.020,-0.012,0.003,-0.034
2024/01/01 06:20:00,0.010,-0.005,0.009,0.012,-0.041
2024/01/01 06:20:30,0.009,-0.019,-0.010,0.018,-0.017
2024/01/01 06:21:00,0.005,-0.015,-0.008,0.011,-0.010
2024/01/01 06:21:30,0.010,-0.009,0.030,0.012,0.003
2024/01/01 06:22:00,-0.003,0.007,0.002,0.003,0.010
2024/01/01 06:22:30,0.009,-0.004,-0.025,-0.008,-0.009
2024/01/01 06:23:00,0.021,-0.015,-0.019,-0.003,-0.010
2024/01/01 06:23:30,0.015,-0.014,-0.018,0.007,-0.020
2024/01/01 06:24:00,-0.006,-0.028,0.003,0.010,0.008
2024/01/01 06:24:30,0.013,-0.018,0.000,0.008,0.004
2024/01/01 06:25:00,0.016,-0.017,-0.014,0.003,0.013
2024/01/01 06:25:30,0.006,-0.025,0.006,-0.006,0.036
2024/01/01 06:26:00,0.029,-0.002,-0.013,-0.006,0.013
2024/01/01 06:26:30,0.002,0.004,0.021,0.007,-0.015
2024/01/01 06:27:00,-0.006,0.010,-0.025,0.012,-0.038
2024/01/01 06:27:30,0.003,-0.018,0.012,0.006,-0.034
2024/01/01 06:28:00,0.004,-0.013,0.012,0.011,-0.040
2024/01/01 06:28:30,0.008,-0.025,0.015,0.010,-0.014
2024/01/01 06:29:00,0.013,0.030,-0.015,-0.001,0.011
2024/01/01 06:29:30,0.021,0.002,-0.043,-0.010,0.027
2024/01/01 06:30:00,0.007,-0.019,-0.042,-0.001,0.072
2024/01/01 06:30:30,0.001,0.014,0.022,0.006,0.046
2024/01/01 06:31:00,0.030,-0.001,-0.021,0.003,0.014
2024/01/01 06:31:30,0.016,-0.040,0.038,-0.004,-0.029
2024/01/01 06:32:00,0.011,-0.018,-0.036,-0.006,-0.043
2024/01/01 06:32:30,0.008,0.019,-0.028,-0.001,-0.051
