  -9.444830      0.0000000E+00  0.0000000E+00
  -9.443634      3.3439565E-03 -1.5170027E-03
  -9.442912      7.2970353E-03 -2.6357728E-03
  -9.441877      1.1316169E-02 -3.9309151E-03
  -9.440882      1.5133426E-02 -4.9985442E-03
  -9.440146      1.8598089E-02 -5.9707384E-03
  -9.439814      2.1585597E-02 -7.3011871E-03
  -9.437451      2.3443822E-02 -8.7732282E-03
  -9.433866      2.5356464E-02 -1.0330647E-02
  -9.427839      2.6901193E-02 -1.1969831E-02
  -9.419315      2.8415702E-02 -1.3381121E-02
  -9.408302      2.9673595E-02 -1.4922833E-02
  -9.396127      3.1550020E-02 -1.6362598E-02
  -9.382915      3.3945516E-02 -1.7880837E-02
  -9.368300      3.6689665E-02 -1.9042367E-02
  -9.353460      4.0209152E-02 -2.0220749E-02
  -9.337462      4.3637667E-02 -2.1506231E-02
  -9.320018      4.7116000E-02 -2.2939615E-02
  -9.300685      4.9710460E-02 -2.4657831E-02
  -9.277475      5.1805034E-02 -2.7243808E-02
  -9.251888      5.4712638E-02 -2.9293625E-02
  -9.225884      5.8131568E-02 -3.0950736E-02
  -9.199242      6.1285805E-02 -3.2881282E-02
  -9.170875      6.4852968E-02 -3.4555167E-02
  -9.142204      6.9265485E-02 -3.6314391E-02
  -9.112397      7.3822275E-02 -3.8464412E-02
  -9.082007      7.9597861E-02 -4.0230401E-02
  -9.051541      8.6490020E-02 -4.1891549E-02
  -9.020689      9.3764000E-02 -4.3214984E-02
  -8.990494      0.1000338     -4.4830557E-02
  -8.961149      0.1052773     -4.6524718E-02
  -8.932101      0.1090692     -4.8341721E-02
  -8.901577      0.1119497     -5.0310135E-02
  -8.868834      0.1141313     -5.2463315E-02
  -8.833117      0.1161172     -5.4731205E-02
  -8.793719      0.1190139     -5.7125740E-02
  -8.751347      0.1228590     -5.9455808E-02
  -8.705204      0.1266709     -6.2501788E-02
  -8.652244      0.1300225     -6.6802353E-02
  -8.589101      0.1339324     -7.2226211E-02
  -8.515104      0.1385967     -7.8944862E-02
  -8.429054      0.1450229     -8.6533055E-02
  -8.332469      0.1548093     -9.4835535E-02
  -8.222674      0.1677644     -0.1051893    
  -8.094413      0.1839092     -0.1181885    
  -7.946392      0.2047138     -0.1327965    
  -7.780699      0.2311849     -0.1492768    
  -7.598932      0.2640710     -0.1670829    
  -7.405078      0.3044099     -0.1851403    
  -7.199743      0.3512042     -0.2047804    
  -6.979567      0.4033576     -0.2270037    
  -6.743096      0.4603323     -0.2520491    
  -6.490982      0.5230433     -0.2788852    
  -6.237028      0.5864642     -0.3057426    
  -5.947500      0.6674718     -0.3368803    
  -5.666199      0.7594657     -0.3585959    
  -5.421063      0.8356607     -0.3829150    
  -5.138914      0.9100111     -0.4263375    
  -4.808498       1.004496     -0.4544905    
  -4.472377       1.105490     -0.4888380    
  -4.151133       1.166991     -0.5464294    
  -3.723272       1.259785     -0.5947990    
  -3.254310       1.388294     -0.6302515    
  -2.792674       1.466380     -0.7018485    
  -2.191504       1.555185     -0.7781873    
  -1.465541       1.692990     -0.8499522    
