,id,date,value
829,22046,2022-01-15 11:29:00,1020.2
830,22048,2022-01-15 11:28:00,1023.0
831,22050,2022-01-15 11:30:00,977.8
832,22051,2022-01-15 11:29:00,1019.4
833,22053,2022-01-15 11:27:00,1015.3
834,22055,2022-01-15 11:31:00,1023.0
835,22057,2022-01-15 11:33:00,1001.2
836,22058,2022-01-15 11:31:00,983.3
837,22062,2022-01-15 11:33:00,1020.5
838,22063,2022-01-15 11:33:00,1026.0
839,22070,2022-01-15 11:31:00,1023.2
840,23002,2022-01-15 11:36:00,1023.9
841,23003,2022-01-15 11:38:00,1022.0
842,23004,2022-01-15 11:35:00,1013.8
843,23005,2022-01-15 11:37:00,1018.9
844,23006,2022-01-15 11:34:00,1020.2
845,23007,2022-01-15 11:36:00,1024.7
846,23008,2022-01-15 11:39:00,1021.2
847,23009,2022-01-15 11:39:00,1023.6
848,23010,2022-01-15 11:39:00,1023.9
849,23016,2022-01-15 11:38:00,1023.9
850,23017,2022-01-15 11:38:00,1024.0
851,23018,2022-01-15 11:35:00,1024.5
852,23021,2022-01-15 11:35:00,1019.2
853,23023,2022-01-15 11:34:00,1018.4
854,23024,2022-01-15 11:38:00,1025.5
855,23025,2022-01-15 11:38:00,1018.0
856,23026,2022-01-15 11:36:00,1022.6
857,23027,2022-01-15 11:36:00,1024.2
858,23028,2022-01-15 11:34:00,1022.0
859,23031,2022-01-15 11:36:00,1018.1
860,23032,2022-01-15 11:36:00,1019.4
861,23035,2022-01-15 11:34:00,1021.8
862,23040,2022-01-15 11:37:00,1012.3
863,23041,2022-01-15 11:35:00,998.9
864,23046,2022-01-15 11:34:00,1023.3
865,23047,2022-01-15 11:37:00,1021.9
866,23048,2022-01-15 11:38:00,1022.0
867,23052,2022-01-15 11:35:00,1019.5
868,23053,2022-01-15 11:35:00,1022.0
869,23054,2022-01-15 11:33:00,1017.5
870,23055,2022-01-15 11:36:00,1018.6
871,23058,2022-01-15 11:36:00,1023.8
872,23059,2022-01-15 11:35:00,1021.9
873,23062,2022-01-15 11:36:00,1020.0
874,23063,2022-01-15 11:38:00,1025.8
875,23066,2022-01-15 11:37:00,1018.6
876,23067,2022-01-15 11:35:00,1021.3
877,23071,2022-01-15 11:34:00,1022.5
878,23076,2022-01-15 11:33:00,1017.2
879,23077,2022-01-15 11:32:00,1021.3
880,23079,2022-01-15 11:34:00,1014.1
881,23080,2022-01-15 11:34:00,1015.2
882,23081,2022-01-15 11:37:00,1011.0
883,23087,2022-01-15 11:34:00,1020.3
884,23088,2022-01-15 11:35:00,987.4
885,23089,2022-01-15 11:36:00,1016.5
886,23090,2022-01-15 11:34:00,1016.8
887,23091,2022-01-15 11:37:00,1021.8
888,23097,2022-01-15 11:32:00,965.5
889,23099,2022-01-15 11:38:00,1023.2
890,23101,2022-01-15 11:38:00,1023.9
891,23104,2022-01-15 11:35:00,1021.6
892,23106,2022-01-15 11:37:00,1018.0
893,23108,2022-01-15 11:35:00,1020.5
894,23109,2022-01-15 11:38:00,1018.9
895,23110,2022-01-15 11:35:00,1019.2
896,23111,2022-01-15 11:35:00,1023.2
897,23112,2022-01-15 11:35:00,1018.4
898,23117,2022-01-15 11:35:00,1012.5
899,23118,2022-01-15 11:35:00,1016.3
900,23120,2022-01-15 11:38:00,1025.3
901,23122,2022-01-15 11:38:00,1025.8
902,24001,2022-01-15 11:37:00,991.7
903,24002,2022-01-15 11:39:00,1011.4
904,24003,2022-01-15 11:36:00,997.3
905,24005,2022-01-15 11:36:00,997.6
906,24006,2022-01-15 11:35:00,1023.1
907,24007,2022-01-15 11:35:00,1019.5
908,24008,2022-01-15 11:36:00,1017.5
909,24009,2022-01-15 11:38:00,1018.4
910,24012,2022-01-15 11:33:00,1005.4
911,24013,2022-01-15 11:33:00,1015.2
912,24014,2022-01-15 11:35:00,1024.9
913,24017,2022-01-15 11:36:00,1012.6
914,24018,2022-01-15 11:38:00,1025.3
915,24023,2022-01-15 11:34:00,1026.5
916,24025,2022-01-15 11:32:00,1018.7
917,24026,2022-01-15 11:34:00,1017.7
918,24027,2022-01-15 11:34:00,1022.1
919,24030,2022-01-15 11:34:00,983.2
920,24031,2022-01-15 11:34:00,995.6
921,24033,2022-01-15 11:33:00,1011.0
922,24034,2022-01-15 11:33:00,1015.8
923,24035,2022-01-15 11:34:00,1007.2
924,24039,2022-01-15 11:32:00,1017.3
925,24040,2022-01-15 11:35:00,1022.6
926,24041,2022-01-15 11:35:00,991.9
927,24044,2022-01-15 11:37:00,1020.6
928,24045,2022-01-15 11:37:00,1023.5
929,24047,2022-01-15 11:33:00,1007.3
930,24048,2022-01-15 11:35:00,1012.8
931,24049,2022-01-15 11:35:00,1019.1
